code;description;type;family;a;b
NYEAD2;New Years Eve Adult;FRS;Z;false;false
NYEAD3;New Years Eve Adult;FRS;Z;false;false
NYEAD4;New Years Eve Adult;FRS;Z;false;false
NYEAD5;New Years Eve Adult;FRS;Z;false;false
NYEAD6;New Years Eve Adult;FRS;Z;false;false
NYEAD7;New Years Eve - Adult;FRS;Z;false;false
NYEAD8;NEW YEARS EVE-ADULT;FRS;Z;false;false
OCMU01;Oceanographic Museum;FRS;Z;false;false
OMAD01;Omegq adult;FRS;Z;false;false
OMCH01;Omega child;FRS;Z;false;false
OMPA01;Omega Park;FRS;Z;false;false
PACR01;Package Credit;FRS;Z;false;false
PARK01;Parking;FRS;Z;false;false
PARK02;Parking;FRS;Z;false;false
PARK03;Parking;FRS;Z;false;false
PARK04;Parking;FRS;Z;false;false
PARK05;Parking;FRS;Z;false;false
PAVDIN;Pavilion Private dining;FRS;Z;false;false
PAVDIR;Pavilion Private dining room;FRS;Z;false;false
PHON01;Phone;FRS;Z;false;false
PHOTO1;Photo;FRS;Z;false;false
PHOTO2;Photo;FRS;Z;false;false
PHOTO3;Photo;FRS;Z;false;false
PHOTO4;Photo;FRS;Z;false;false
PHOTO5;Photo;FRS;Z;false;false
PJPAA1;Pajama Party Gala Dinner - Adult;FRS;Z;false;false
PJTRCG;PJ Party Transportation-CGY;FRS;Z;false;false
PJTRED;PJ Party Transportation-EDM;FRS;Z;false;false
POAD01;Porterage Adult;FRS;Z;false;false
PROMO;Promotion;FRS;Z;false;false
PROMO1;Promotion;FRS;Z;false;false
PRTA01;Bar Private Table;FRS;Z;false;false
PZA1;Pizza;FRS;Z;false;false
QUITRI;Quick Trip Bundle;FRS;Z;false;false
REBA01;Rebate;FRS;Z;false;false
REBA02;Rebate;FRS;Z;false;false
REBA03;Rebate;FRS;Z;false;false
REBA04;Rebate;FRS;Z;false;false
REBA05;Rebate;FRS;Z;false;false
REBATE;Rebate;FRS;Z;false;false
RECR01;Resort Credit;FRS;Z;false;false
RECR02;Resort Credit;FRS;Z;false;false
RECR03;Resort Credit;FRS;Z;false;false
RECR04;Resort Credit;FRS;Z;false;false
RECR05;Resort Credit;FRS;Z;false;false
REN01;Cabana daily rental;FRS;Z;false;false
REN02;RENTAL;FRS;Z;false;false
RES001;Resort Charge;FRS;Z;false;false
RES002;Resort Charge;FRS;Z;false;false
RES003;Resort Charge;FRS;Z;false;false
RES004;Resort Charge;FRS;Z;false;false
RES005;Resort Charge;FRS;Z;false;false
ROAM01;Romance Amenity;FRS;Z;false;false
ROPO01;Romance Package;FRS;Z;false;false
ROREV1;Room Revenue;FRS;Z;false;false
ROREV2;Room Revenue;FRS;H;false;false
ROSU01;Room Supplement;FRS;Z;false;false
ROUP01;Room Upgrade;FRS;Z;false;false
ROUP02;Room Upgrade;FRS;Z;false;false
SAAD01;Sahour Adult;FRS;Z;false;false
SAAD02;Sahour Adult;FRS;Z;false;false
SAAD03;Sahour Adult;FRS;Z;false;false
SACH01;Sahour Child;FRS;Z;false;false
SACH02;Sahour Child;FRS;Z;false;false
SACH03;Sahour Child;FRS;Z;false;false
SAJE01;Saje Kit;FRS;Z;false;false
SELE01;Swiss Executive Lounge Evening Access;FRS;Z;false;false
SGC01;Summer Gas Card;FRS;Z;false;false
SHOP01;Shopping Voucher;FRS;Z;false;false
SHUTT1;Shuttle Transportation;FRS;Z;false;false
SKATE1;Skate Package;FRS;Z;false;false
SKIA01;Ski Adult;FRS;Z;false;false
SKIA02;Ski Adult;FRS;Z;false;false
SKIA03;Ski Adult;FRS;Z;false;false
SKIA04;Ski Adult;FRS;Z;false;false
SKIA05;Ski Adult;FRS;Z;false;false
SKIC01;Ski Child;FRS;Z;false;false
SKIC02;Ski Child;FRS;Z;false;false
SKIC03;Ski Child;FRS;Z;false;false
SKIC04;Ski Child;FRS;Z;false;false
SKIC05;Ski Child;FRS;Z;false;false
SNKLG1;Snorkeling;FRS;Z;false;false
SNOBAL;Snowball in a Bucket;FRS;Z;false;false
SNOBOX;Snowman in a Box;FRS;Z;false;false
SPA001;Spa;FRS;Z;false;false
SPA002;Spa;FRS;Z;false;false
SPA003;Spa;FRS;Z;false;false
SPA004;Spa;FRS;Z;false;false
SPA005;Spa;FRS;Z;false;false
SPA006;Spa;FRS;Z;false;false
SPA007;Spa;FRS;Z;false;false
SPA008;Spa;FRS;Z;false;false
SPA009;Spa;FRS;Z;false;false
SPA010;Spa;FRS;Z;false;false
SPA011;Spa;FRS;Z;false;false
SPA012;Spa;FRS;Z;false;false
SPA013;Spa;FRS;Z;false;false
SPA014;Spa;FRS;Z;false;false
SPA015;Spa;FRS;Z;false;false
SPA016;Spa;FRS;Z;false;false
SPA017;Spa;FRS;Z;false;false
SPA018;Spa;FRS;Z;false;false
SPA019;Spa;FRS;Z;false;false
SPA020;Spa;FRS;Z;false;false
STRAW1;Strawberries;FRS;Z;false;false
SUPPL;Supplement;FRS;Z;false;false
SUPPL1;Supplement;FRS;Z;false;false
SUUP;Suite Upgrade;FRS;Z;false;false
SVCHG1;SVCHG;FRS;Z;false;false
SVCHG2;SVCHG;FRS;Z;false;false
SVCHG3;SVCHG;FRS;Z;false;false
SVCHG4;Service Charge;FRS;Z;false;false
SVCHG5;Service Charge;FRS;Z;false;false
SVCHG6;Service Charge;FRS;Z;false;false
SVCHG7;Service Charge;FRS;Z;false;false
TAELB1;Take the Elevator Breakfast;FRS;Z;false;false
TAELG1;Take the Elevator Gratuities;FRS;Z;false;false
TASA1;Tasa Catalunya;FRS;Z;false;false
TAX;Taxe\/​Fee;FRS;Z;false;false
TAX1;Tax\/​Fee;FRS;Z;false;false
TAX10;Tax\/​Fee;FRS;Z;false;false
TAX11;Tax\/​Fee;FRS;Z;false;false
TAX12;Tax\/​Fee;FRS;Z;false;false
TAX13;Tax\/​Fee;FRS;Z;false;false
TAX14;Tax\/​Fee;FRS;Z;false;false
TAX15;Tax\/​Fee;FRS;Z;false;false
TAX16;Tax\/​Fee;FRS;Z;false;false
TAX17;Tax\/​Fee;FRS;Z;false;false
TAX18;Tax\/​Fee;FRS;Z;false;false
TAX19;Tax\/​Fee;FRS;Z;false;false
TAX2;Tax\/​Fee;FRS;Z;false;false
TAX20;Tax\/​Fee;FRS;Z;false;false
TAX21;Tax\/​Fee;FRS;Z;false;false
TAX22;Tax\/​Fee;FRS;Z;false;false
TAX23;Tax\/​Fee;FRS;Z;false;false
TAX24;Tax\/​Fee;FRS;Z;false;false
TAX25;Tax\/​Fee;FRS;Z;false;false
TAX26;Tax\/​Fee;FRS;Z;false;false
TAX27;Tax\/​Fee;FRS;Z;false;false
TAX28;Tax\/​Fee;FRS;Z;false;false
TAX29;Tax\/​Fee;FRS;Z;false;false
TAX3;Tax\/​Fee;FRS;Z;false;false
TAX30;Tax\/​Fee;FRS;Z;false;false
TAX31;Tax\/​Fee;FRS;Z;false;false
TAX32;Tax\/​Fee;FRS;Z;false;false
TAX33;Tax\/​Fee;FRS;Z;false;false
TAX34;Tax\/​Fee;FRS;Z;false;false
TAX35;Tax\/​Fee;FRS;Z;false;false
TAX4;Tax\/​Fee;FRS;Z;false;false
TAX5;Tax\/​Fee;FRS;Z;false;false
TAX6;Tax\/​Fee;FRS;Z;false;false
TAX7;Tax\/​Fee;FRS;Z;false;false
TAX8;Tax\/​Fee;FRS;Z;false;false
TAX9;Tax\/​Fee;FRS;Z;false;false
TCKT01;Tickets;FRS;Z;false;false
TCKT02;Ticket;FRS;Z;false;false
TEA01;Tea;FRS;Z;false;false
THANK1;Thanksgiving Dinner;FRS;Z;false;false
THBRA1;Thanksgiving Brunch Adult;FRS;Z;false;false
THBRC1;Thanksgiving Brunch Child;FRS;Z;false;false
TOUR1;Tour;FRS;Z;false;false
TRAN01;Transfer;FRS;Z;false;false
TRAN02;Transfer;FRS;Z;false;false
TRAN03;Transfer;FRS;Z;false;false
TRAN04;Transfer;FRS;Z;false;false
TRAN05;Transfer;FRS;Z;false;false
TRANC1;Transfer Child;FRS;Z;false;false
TRANS1;Transportation;FRS;Z;false;false
TRANS2;Transportation;FRS;Z;false;false
TRANSP;Transportation;FRS;Z;false;false
TRHO01;Trees of Hope Donation;FRS;Z;false;false
TRHO02;Tree of Hope Donation;FRS;Z;false;false
TRUFF1;Truffles;FRS;Z;false;false
TULIP1;Tulips;FRS;Z;false;false
TZP01;Travelzoo Picnic for 2 Inclusion;FRS;Z;false;false
UNKC01;Unknown Package - Child;FRS;Z;false;false
UNKC02;Unknown Package - Child;FRS;Z;false;false
UNKC03;Unknown Package - Child;FRS;Z;false;false
UNKC04;Unknown Package - Child;FRS;Z;false;false
UNKC05;Unknown Package - Child;FRS;Z;false;false
UNKN01;Unknown Package;FRS;Z;false;false
UNKN02;Unknown Package;FRS;Z;false;false
UNKN03;Unknown Package;FRS;Z;false;false
UNKN04;Unknown Package;FRS;Z;false;false
UNKN05;Unknown Package;FRS;Z;false;false
UNKN06;Unknown Package;FRS;Z;false;false
UNKN07;Unknown Package;FRS;Z;false;false
UNKN08;Unknown Package;FRS;Z;false;false
UNKN09;Unknown Package;FRS;Z;false;false
UNKN10;Unknown Package;FRS;Z;false;false
UNKN11;Unknown Package;FRS;Z;false;false
UNKN12;UNKNOWN PACKAGE;FRS;Z;false;false
UNKN13;Unknown Package;FRS;Z;false;false
UNKN14;Unknown Package;FRS;Z;false;false
UNKN15;Unknown Package;FRS;Z;false;false
UNKN16;Unknown Package;FRS;Z;false;false
UNKN17;Unknown Package;FRS;Z;false;false
UNKN18;Unknown Package;FRS;Z;false;false
UPSEL1;Room Upsell;FRS;Z;false;false
UPSELL;Room Upsell;FRS;Z;false;false
VALBB;Consortia ONLY Free Breakfast;FRS;Z;false;false
VALET1;Valet Parking;FRS;Z;false;false
VALET2;Valet Parking;FRS;Z;false;false
VALET3;Valet Parking;FRS;Z;false;false
VALET4;Valet Parking;FRS;Z;false;false
VDDIA1;Valentines Day Dinner;FRS;Z;false;false
VDDIW1;Valentines Day Dinner with Wine;FRS;Z;false;false
VDDIW2;Valentines Day Dinner with Wine;FRS;Z;false;false
VDDIW3;Valentines Day Dinner with Wine;FRS;Z;false;false
VOUCH1;Voucher;FRS;Z;false;false
VOUCHE;Voucher;FRS;Z;false;false
WAFR01;Water and Fruit;FRS;Z;false;false
WATER1;Mineral Water;FRS;Z;false;false
WEAM01;Welcome Amenity;FRS;Z;false;false
WEAM02;Welcome Amenity;FRS;Z;false;false
WEAM03;Welcome Amenity;FRS;Z;false;false
WEAM04;Welcome Amenity;FRS;Z;false;false
WEAM05;Welcome Amenity;FRS;Z;false;false
WEAM06;Welcome Amenities;FRS;Z;false;false
WEDA01;Wedding Allowance;FRS;Z;false;false
WEDA02;Wedding Allowance;FRS;Z;false;false
WEDA03;Wedding Allowance;FRS;Z;false;false
WEDA04;Wedding Allowance;FRS;Z;false;false
WEDFP1;Wedding FP;FRS;Z;false;false
WEDFP2;Wedding FP;FRS;Z;false;false
WEDFP3;Wedding FP;FRS;Z;false;false
WEDFP4;Wedding FP;FRS;Z;false;false
WEDFP5;Wedding FP;FRS;Z;false;false
WEDFP6;Wedding FP;FRS;Z;false;false
WEDFP7;Wedding FP;FRS;Z;false;false
WEDM01;Wedding Morning;FRS;Z;false;false
WELNS1;Wellness Package;FRS;Z;false;false
WELNS2;Wellness Package;FRS;Z;false;false
WELNS3;Wellness Package;FRS;Z;false;false
WELNS4;Wellness Package;FRS;Z;false;false
WELNS5;Wellness Package;FRS;Z;false;false
WELNS6;Wellness Package;FRS;Z;false;false
WELNS7;Wellness Package;FRS;Z;false;false
WELNS8;Wellness Package;FRS;Z;false;false
WELNS9;Wellness Package;FRS;Z;false;false
WINBR1;Winter Break;FRS;Z;false;false
WINE;Wine;FRS;Z;false;false
WINE1;Wine;FRS;Z;false;false
WINE2;Wine;FRS;Z;false;false
WINFUN;Winter Fun;FRS;Z;false;false
WITRA1;Winter Transport;FRS;Z;false;false
WITRA2;Winter transport 2;FRS;Z;false;false
WITRA3;Winter transport 3;FRS;Z;false;false
WITRA4;Winter transport 4;FRS;Z;false;false
WITRA5;CIN Edmonton Bus Wknd 2;FRS;Z;false;false
WLNS10;Wellness Package;FRS;Z;false;false
WLNS11;Wellness Package;FRS;Z;false;false
WLNS12;Wellness Package;FRS;Z;false;false
XMAS01;XMAS;FRS;Z;false;false
XMAS02;XMAS;FRS;Z;false;false
XMAS03;XMAS;FRS;Z;false;false
XMAS04;Xmas;FRS;Z;false;false
XMAS05;Xmas;FRS;Z;false;false
YOGAA1;Yoga - Adult;FRS;Z;false;false
YOGAA2;Yoga - Adult;FRS;Z;false;false
YOGAA3;Yoga - Adult;FRS;Z;false;false
YOGAA4;Yoga - Adult;FRS;Z;false;false
YOGAC1;Yoga - Child;FRS;Z;false;false
YOGAC2;Yoga - Child 2;FRS;Z;false;false
YOGAC3;Yoga - Child 3;FRS;Z;false;false
DWDIS1;Design section description 1;GENROO;Z;false;false
DWDIS2;Design section description 2;GENROO;Z;false;false
DWDIS3;Design section description 3;GENROO;Z;false;false
DWDIS4;Design section description 4;GENROO;Z;false;false
DWFAM;Web family description;GENROO;Z;false;false
DWFIT;Web Fitness description;GENROO;Z;false;false
DWFSH1;Web factsheet description 1;GENROO;Z;false;false
DWFSH2;Web factsheet description 2;GENROO;Z;false;false
DWFSH3;Web factsheet description 3;GENROO;Z;false;false
DWGHP1;Web homepage description 1;GENROO;Z;false;false
DWGHP2;Web homepage description 2;GENROO;Z;false;false
DWGOLF;Web golf description;GENROO;Z;false;false
DWHGH1;General text section description 1;GENROO;Z;false;false
DWHGH2;General text section description 2;GENROO;Z;false;false
DWHGH3;General text section description 3;GENROO;Z;false;false
DWHGH4;General text section description 4;GENROO;Z;false;false
DWHIS1;Web History description1;GENROO;Z;false;false
DWHIS2;Web History description 2;GENROO;Z;false;false
DWINFO;Web Flash information;GENROO;Z;false;false
DWINS1;Inspiration section description 1;GENROO;Z;false;false
DWINS2;Inspiration section description 2;GENROO;Z;false;false
DWINS3;Inspiration section description 3;GENROO;Z;false;false
DWINS4;Inspiration section description 4;GENROO;Z;false;false
DWINT;Web Introduction hotel message;GENROO;Z;false;false
DWITI;Web maporama2;GENROO;Z;false;false
DWMES1;Web generic hotel message 1;GENROO;Z;false;false
DWMES2;Web generic hotel message 2;GENROO;Z;false;false
DWMES3;Web generic hotel message 3;GENROO;Z;false;false
DWMESH;Web Hotelier Message AH.com;GENROO;Z;false;false
DWMESS;Web description  hotel message;GENROO;Z;false;false
DWMMO1;Web Memorable Moment message 1;GENROO;Z;false;false
DWMMO2;Web Memorable Moment message 2;GENROO;Z;false;false
DWMMO3;Web Memorable Moment message 3;GENROO;Z;false;false
DWMMOM;Web Memorable Moment;GENROO;Z;false;false
DWPL21;Description Planet 21;GENROO;H;false;false
DWPRE1;Web presentation hotel 1;GENROO;Z;false;false
DWPRE2;Web presentation hotel 2;GENROO;Z;false;false
DWPRE3;Web presentation hotel 3;GENROO;Z;false;false
DWPROM;Web promotions description;GENROO;Z;false;false
DWPROX;Web nearby activities description;GENROO;Z;false;false
DWREST;Web restaurant and bar description;GENROO;Z;false;false
DWROBD;Web room description for Brands;GENROO;Z;false;false
DWROO2;Web enhanced description 2;GENROO;Z;false;false
DWROOM;Web enhanced room description;GENROO;R;false;false
DWSEO1;Descriptif web SEO1;GENROO;Z;false;false
DWSEO2;Descriptif web SEO2;GENROO;Z;false;false
DWSER;Web services hotel description;GENROO;Z;false;false
DWSUV;Suites & Villas description;GENROO;Z;false;false
DWTITR;General heading;GENROO;Z;false;false
DWUSPW;Web USP Internet description;GENROO;Z;false;false
DWWIFI;Web Internet description;GENROO;Z;false;false
EBROCH;WEB E BROCHURE;GENROO;H;false;false
ELEV;Elevator to all floors;GENROO;H;false;false
EXEFL1;Executive floor optional description;GENROO;Z;false;false
EXEFLO;Executive Floor;GENROO;Z;false;false
EXEROO;Executive Room;GENROO;Z;false;false
EXTCNT;External content;GENROO;Z;false;false
EXTVID;External video;GENROO;Z;false;false
FAMRNB;Total number of family rooms;GENROO;H;false;false
FAMROO;Family room;GENROO;Z;false;false
HDRNMB;Reduced mobility rooms;GENROO;Z;false;false
HICHLD;Highlight Children Policy;GENROO;Z;false;false
IBIROO;Sweet room;GENROO;H;false;false
INDSEO;Index SEO for FH AH;GENROO;Z;false;false
LEGROO;Legend - Rooms;GENROO;Z;false;false
LEGSVA;Legend - Suites, Villas,\u00A0 Aparts;GENROO;Z;false;false
LINKD;Link to sub domains of AH;GENROO;Z;false;false
LUXROO;Luxury Room;GENROO;Z;false;false
LXCLUB;Luxury Room Club Sofitel;GENROO;Z;false;false
MATRIX;Meeting Matrix;GENROO;Z;false;false
MEEINS;Inspired Meeting;GENROO;Z;false;false
NOSMOK;100% non-smoking hotel;GENROO;H;false;false
NOVBAL;Concept In balance by Novotel;GENROO;H;false;false
NOVBED;Live N Dream;GENROO;R;false;false
NOVFML;Concept Family at novotel;GENROO;H;false;false
NOVGOU;Concept GOURMETBAR;GENROO;H;false;false
NSRNMB;Non-smoking rooms;GENROO;H;false;false
NSUROO;Nouvelle suite NOVOTEL;GENROO;Z;false;false
OPASE1;All for one offer;GENROO;Z;false;false
OPASEB;BB WIFI offer;GENROO;Z;false;false
OPASEE;Early booking offer;GENROO;Z;false;false
OPASEF;Family pack;GENROO;Z;false;false
OPASEH;Stopover offer;GENROO;Z;false;false
OPASEL;Last minute offer;GENROO;Z;false;false
OPEARL;early-breaks;GENROO;Z;false;false
OPGNRB;Business @ Sofitel;GENROO;Z;false;false
OPGNRC;Magnifique Romance;GENROO;Z;false;false
OPGNRE;hotel-early-breaks;GENROO;Z;false;false
OPGNRF;golf-hotel;GENROO;Z;false;false
OPGNRH;Magnifique Suite;GENROO;Z;false;false
OPGNRR;Air of Romance;GENROO;Z;false;false
OPGNRS;Magnifique Family;GENROO;Z;false;false
OPGNRV;Magnifique Women;GENROO;Z;false;false
OPGNRW;Magnifique Breakfast;GENROO;Z;false;false
OPGNRY;luxury-hotel-stay;GENROO;Z;false;false
OPPULE;Hotel-early-breaks Pullman;GENROO;Z;false;false
OPPULW;Weekend Pullman;GENROO;Z;false;false
OPSOFE;hotel-early-breaks;GENROO;H;false;false
OPSOFR;romantic-getaway;GENROO;H;false;false
OPSOFW;weekend;GENROO;H;false;false
OTHROO;Other Room;GENROO;Z;false;false
PAPERQ;Stationery;GENROO;H;false;false
PRIROO;Privil\u00E8ge rooms;GENROO;Z;false;false
PWADG1;Promotion Adagio 1;GENROO;Z;false;false
PWALL1;Supersale APAC;GENROO;Z;false;false
PWALL2;Supersale EUROPE;GENROO;Z;false;false
PWALL3;Supersale;GENROO;Z;false;false
PWALL4;AClub not accepted;GENROO;Z;false;false
PWASE1;Offre BB & WIFI;GENROO;Z;false;false
PWASE2;Offre tactique 1;GENROO;Z;false;false
PWASE3;Offre tactique 2;GENROO;Z;false;false
PWASE4;Promotion All Seasons 4;GENROO;Z;false;false
PWASE5;Promotion All Seasons 5;GENROO;Z;false;false
PWASE6;Promotion All Seasons 6;GENROO;Z;false;false
PWETP1;Promotion Etap Hotel 1;GENROO;Z;false;false
PWETP2;Promotion Etap Hotel 2;GENROO;Z;false;false
PWETP3;Promotion Etap Hotel 3;GENROO;Z;false;false
PWETP4;Promotion EtapHotel 4;GENROO;Z;false;false
PWFOR1;Promotion Formule1 1;GENROO;Z;false;false
PWFOR2;Promotion Formule1 2;GENROO;Z;false;false
PWFOR3;Promotion Formule1 3;GENROO;Z;false;false
PWHLB1;Promotion Lucien Barri\u00E8re 1;GENROO;Z;false;false
PWIBI1;Ibis Spring Cocktail  promo;GENROO;Z;false;false
PWIBI2;Ibis Discount promo;GENROO;Z;false;false
PWIBI3;Ibis UK Discount promo;GENROO;Z;false;false
PWMER1;Picto Promo Mercure;GENROO;Z;false;false
PWMER2;Gateway Mercure;GENROO;Z;false;false
PWMER4;Picto promo web Mercure UK;GENROO;Z;false;false
PWMER5;Promotion Mercure 5;GENROO;Z;false;false
PWMER6;Promotion Mercure 6;GENROO;Z;false;false
PWMER7;Promotion Mercure 7;GENROO;Z;false;false
PWMER8;Promotion Mercure 8;GENROO;Z;false;false
PWMER9;Promotion Mercure 9;GENROO;Z;false;false
PWMGA1;Promotion MGallery 1;GENROO;Z;false;false
PWMGA2;Promotion MGallery 2;GENROO;Z;false;false
PWMGA3;3FOR2;GENROO;Z;false;false
PWMGA4;Promotion MGallery 4;GENROO;Z;false;false
PWMGA5;Promotion MGallery 5;GENROO;Z;false;false
PWMGA6;Promotion MGallery 6;GENROO;Z;false;false
PWNOV1;Promotion Novotel 1;GENROO;Z;false;false
PWNOV2;Promotion Novotel 2;GENROO;Z;false;false
PWNOV3;Promotion Novotel 3;GENROO;Z;false;false
PWORB1;Promotion Orbis 1;GENROO;Z;false;false
PWPUL1;Promotion Pullman 1;GENROO;Z;false;false
PWPUL2;Promotion Pullman 2;GENROO;Z;false;false
PWPUL3;Promotion Pullman 3;GENROO;Z;false;false
PWPUL4;Promotion Pullman 4;GENROO;Z;false;false
PWSOF1;Sofitel Promotion 1;GENROO;Z;false;false
PWSOF2;Promotion Sofitel 2;GENROO;Z;false;false
PWSOF3;Promotion Sofitel 3;GENROO;Z;false;false
PWSUI1;Suite Deals;GENROO;Z;false;false
PWSUI2;Suite box;GENROO;Z;false;false
PWSUI3;Promotion Suitehotel 3;GENROO;Z;false;false
PWVIL1;Promotion Village H\u00F4tel 1;GENROO;Z;false;false
RENOV;Renovation information;GENROO;Z;false;false
RESID;Residences;GENROO;Z;false;false
ROH03;2003 Room;GENROO;H;false;false
ROHNW3;New 2003 Room France;GENROO;H;false;false
SIMPER;Imperial Suite;GENROO;Z;false;false
SMOKRO;Smoking room;GENROO;Z;false;false
SOFSCL;Suite Club Sofitel;GENROO;Z;false;false
SOPERA;Opera Suite;GENROO;Z;false;false
SOROO;SO - Rooms;GENROO;Z;false;false
SOSVA;SO - Suites, Villas, Apartments;GENROO;Z;false;false
SPCLUB;Superior Room Club Sofitel;GENROO;Z;false;false
SPECIF;Villas & Bungalows;GENROO;Z;false;false
SPREST;Prestige Suite;GENROO;Z;false;false
STDROO;Standard Room;GENROO;Z;false;false
SUIAP;Signature Suite & Apartments;GENROO;Z;false;false
SUIBOX;Suite Box;GENROO;Z;false;false
SUIROO;Suite;GENROO;Z;false;false
SUISOF;Junior Suite;GENROO;Z;false;false
SUITNB;Total number of suites;GENROO;H;false;false
SUPROO;Superior Room;GENROO;Z;false;false
TRIPAD;Tripadvisor;GENROO;Z;false;false
VILLAS;Villas;GENROO;Z;false;false
WCOMER;Welcomer;GENROO;H;false;false
WLTRAY;Welcome tray;GENROO;H;false;false
STAFAE;Staff trained defibril. (AED
STAFC1;Staff trained in cardio. (CPR
STAFC2;Staff Red Cross Certified in CPR;SECURI;C;false;false
STAFFA;Staff trained in first aid;SECURI;C;false;false
VIDEO;Video surveillance in hallways;SECURI;C;false;false
VSEDH;Exterior video suveillance;SECURI;H;false;false
YOUR2B;Yours for 2 Balcony;ROOMJO;A;true;false
YOUR3B;Yours for 3 Bed;ROOMJO;A;true;false
YOUR4B;Yours for 4 Bed;ROOMJO;A;true;false
YOUR5B;Yours for 5 Bed;ROOMJO;A;true;false
YOUR6B;Yours for 6 beds;ROOMJO;A;true;false
YOURS2;Yours for 2;ROOMJO;A;true;false
YOURS3;Yours for 3;ROOMJO;A;true;false
YOURS4;Yours for 4;ROOMJO;A;true;false
YOURS5;Yours for 5;ROOMJO;A;true;false
YOURS6;Yours for 6;ROOMJO;A;true;false
YOURST;TWIN ENSUITE;ROOMJO;A;true;false
YOURTH;Twin ensuite terrace accessible;ROOMJO;A;true;false
YTT;Twin ensuite terrace;ROOMJO;A;true;false
MLUNC1;Lunch;RESTAU;H;false;false
MLUNC2;Lunch;RESTAU;H;false;false
MLUNCH;Lunch;RESTAU;H;false;false
MNYEA1;New Year\s Eve dinner;RESTAU;H;false;false
MNYEA2;New Year\s Eve dinner;RESTAU;H;false;false
MNYEAR;New Year\s Eve dinner;RESTAU;H;false;false
NBLEI;Non-Alcoholic Bevrage;RESTAU;H;false;false
OPKIT;Open kitchen;RESTAU;H;false;false
PACKA1;All inclusive Package;RESTAU;H;false;false
PACKA2;All inclusive Package;RESTAU;H;false;false
PACKF1;Full Board Package;RESTAU;H;false;false
PACKF2;Full Board Package;RESTAU;H;false;false
PACKFB;Full Board Package;RESTAU;H;false;false
PACKH1;Half Board Package;RESTAU;H;false;false
PACKH2;Half Board Package;RESTAU;H;false;false
PACKHB;Half Board Package;RESTAU;H;false;false
PDJGM;Good Morning breakfast;RESTAU;Z;false;false
PLUNCH;Power Lunch;RESTAU;H;false;false
PWMER3;POPUP Pdj Mercure;RESTAU;Z;false;false
REPTER;Meals on the terrace;RESTAU;Z;false;false
SNACKS;Snacks;RESTAU;Z;false;false
SNAK24;Beverages and snacks all day;RESTAU;H;false;false
SPCBCA;Low calorie full board surcharge;RESTAU;Z;false;false
SPCNL;Light meals full board surcharge;RESTAU;Z;false;false
SUPBB;Breakfast supplement;RESTAU;S;false;false
SUPBBA;BB suppl. for companion not undergoing t;RESTAU;S;false;false
SUPBBT;BB suppl. for Intense Treatment companio;RESTAU;S;false;false
SUPDBC;Low calorie half board surcharge;RESTAU;S;false;false
SUPDN;Christmas Eve dinner surcharge;RESTAU;S;false;false
SUPDNO;Supplement for New Year\s Day lunch;RESTAU;S;false;false
SUPDPA;HB suppl. for companion not undergoing t;RESTAU;S;false;false
SUPDPC;HB suppl. for Discovery treatment compan;RESTAU;S;false;false
SUPDPD;HB suppl. for Intense Treatment companio;RESTAU;S;false;false
SUPDPE;Half board surcharge;RESTAU;S;false;false
SUPDRA;BB suppl. for Christmas Eve dinner;RESTAU;S;false;false
SUPDRE;HB suppl. for Christmas Eve dinner;RESTAU;S;false;false
SUPDSS;New Year\s Eve dinner surcharge;RESTAU;S;false;false
SUPPCA;Supp PC diet. accomp. non cur.;RESTAU;S;false;false
SUPPDN;Christmas lunch surcharge;RESTAU;S;false;false
SUPRRA;BB suppl. for New Year\s Eve dinner;RESTAU;S;false;false
SUPRSS;HB suppl. for New Year\s Eve dinner;RESTAU;S;false;false
TMEALD;3-course dinner;RESTAU;Z;false;false
TMEALL;3-course lunch;RESTAU;Z;false;false
VINOT;Vinoteca;RESTAU;H;false;false
VISABB;ALL VISA Complimentary Breakfast;RESTAU;H;false;false
WDRINK;Welcome drink upon arrival;RESTAU;H;false;false
WineBT;Wine by bottle available for order;RESTAU;H;false;false
WineMK;Wine tasting with wine maker;RESTAU;H;false;false
WineSM;Wine tasting with house sommerlier;RESTAU;H;false;false
QECMY6;1 Qn bed Std MY6;MYROOM;A;true;false
QSBMY1;1 Qn bed + Sofa Sup MY1;MYROOM;A;true;false
QSBMY2;1 Qn bed + Sofa Sup MY2;MYROOM;A;true;false
QSBMY3;1 Qn bed + Sofa Sup MY3;MYROOM;A;true;false
QSBMY4;1 Qn bed + Sofa Sup MY4;MYROOM;A;true;false
QSBMY5;1 Qn bed + Sofa Sup MY5;MYROOM;A;true;false
